tag_a,tag_b,k_matched,mean_matched_r,median_matched_r,min_matched_r,n_above_threshold
lorocv-01,lorocv-02,20,0.4267118602877905,0.4492789924826678,0.08123273611507098,2
lorocv-01,lorocv-03,20,0.4036451431281375,0.3441911446893934,0.12406047194984268,2
lorocv-02,lorocv-03,20,0.4035091660877537,0.40998570825035907,0.09975724174425615,2
