roi_i,roi_j,label_i,label_j,network_i,network_j,same_network,fc_fisherz
17,143,7Networks_LH_SomMot_4,7Networks_RH_DorsAttn_Post_10,SomMot,DorsAttn,0,0.5326711305522623
17,144,7Networks_LH_SomMot_4,7Networks_RH_DorsAttn_FEF_1,SomMot,DorsAttn,0,0.20750931616444931
17,145,7Networks_LH_SomMot_4,7Networks_RH_DorsAttn_FEF_2,SomMot,DorsAttn,0,0.20990726204270233
17,146,7Networks_LH_SomMot_4,7Networks_RH_DorsAttn_PrCv_1,SomMot,DorsAttn,0,0.40334629253652354
17,147,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_TempOccPar_1,SomMot,SalVentAttn,0,0.4453559245733354
17,148,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_TempOccPar_2,SomMot,SalVentAttn,0,0.3087057383779375
17,149,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_TempOccPar_3,SomMot,SalVentAttn,0,0.32359011011517425
17,150,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_PrC_1,SomMot,SalVentAttn,0,0.22479920043190132
17,151,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_FrOperIns_1,SomMot,SalVentAttn,0,0.31596860282403877
17,152,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_FrOperIns_2,SomMot,SalVentAttn,0,0.21996209175790593
17,153,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_FrOperIns_3,SomMot,SalVentAttn,0,0.28848260441443296
17,154,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_FrOperIns_4,SomMot,SalVentAttn,0,0.6115358633567918
17,155,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_Med_1,SomMot,SalVentAttn,0,0.27093462312937033
17,156,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_Med_2,SomMot,SalVentAttn,0,0.4334853771253737
17,157,7Networks_LH_SomMot_4,7Networks_RH_SalVentAttn_Med_3,SomMot,SalVentAttn,0,0.1351673227598924
17,158,7Networks_LH_SomMot_4,7Networks_RH_Limbic_OFC_1,SomMot,Limbic,0,-0.014905953938967834
17,159,7Networks_LH_SomMot_4,7Networks_RH_Limbic_OFC_2,SomMot,Limbic,0,-0.005031572274289686
17,160,7Networks_LH_SomMot_4,7Networks_RH_Limbic_OFC_3,SomMot,Limbic,0,0.044519861685702974
17,161,7Networks_LH_SomMot_4,7Networks_RH_Limbic_TempPole_1,SomMot,Limbic,0,0.07479713132686798
17,162,7Networks_LH_SomMot_4,7Networks_RH_Limbic_TempPole_2,SomMot,Limbic,0,0.15628152245287036
17,163,7Networks_LH_SomMot_4,7Networks_RH_Limbic_TempPole_3,SomMot,Limbic,0,0.15254158513650698
17,164,7Networks_LH_SomMot_4,7Networks_RH_Cont_Par_1,SomMot,Cont,0,0.051565312673187105
17,165,7Networks_LH_SomMot_4,7Networks_RH_Cont_Par_2,SomMot,Cont,0,0.016091908776238322
17,166,7Networks_LH_SomMot_4,7Networks_RH_Cont_Par_3,SomMot,Cont,0,0.13879818350666148
17,167,7Networks_LH_SomMot_4,7Networks_RH_Cont_Temp_1,SomMot,Cont,0,0.30391986984423863
17,168,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCv_1,SomMot,Cont,0,0.14094791465685458
17,169,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCl_1,SomMot,Cont,0,0.24170727857838545
17,170,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCl_2,SomMot,Cont,0,0.31328607441684164
17,171,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCl_3,SomMot,Cont,0,0.3380789303141084
17,172,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCl_4,SomMot,Cont,0,0.1563463623220135
17,173,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCl_5,SomMot,Cont,0,0.2033666674437667
17,174,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCl_6,SomMot,Cont,0,0.0017085970726153047
17,175,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCl_7,SomMot,Cont,0,0.06994469975658962
17,176,7Networks_LH_SomMot_4,7Networks_RH_Cont_pCun_1,SomMot,Cont,0,0.2980430099589883
17,177,7Networks_LH_SomMot_4,7Networks_RH_Cont_Cing_1,SomMot,Cont,0,0.237158175596789
17,178,7Networks_LH_SomMot_4,7Networks_RH_Cont_Cing_2,SomMot,Cont,0,0.051308124362261044
17,179,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCmp_1,SomMot,Cont,0,0.23535758967593773
17,180,7Networks_LH_SomMot_4,7Networks_RH_Cont_PFCmp_2,SomMot,Cont,0,0.03407838350236456
17,181,7Networks_LH_SomMot_4,7Networks_RH_Default_Par_1,SomMot,Default,0,0.3426351075346862
17,182,7Networks_LH_SomMot_4,7Networks_RH_Default_Par_2,SomMot,Default,0,0.1980146098696329
17,183,7Networks_LH_SomMot_4,7Networks_RH_Default_Par_3,SomMot,Default,0,0.1114516188415281
17,184,7Networks_LH_SomMot_4,7Networks_RH_Default_Temp_1,SomMot,Default,0,0.10530758389137365
17,185,7Networks_LH_SomMot_4,7Networks_RH_Default_Temp_2,SomMot,Default,0,0.22141581398579593
17,186,7Networks_LH_SomMot_4,7Networks_RH_Default_Temp_3,SomMot,Default,0,0.24023335479698615
17,187,7Networks_LH_SomMot_4,7Networks_RH_Default_Temp_4,SomMot,Default,0,0.32061363062844245
17,188,7Networks_LH_SomMot_4,7Networks_RH_Default_Temp_5,SomMot,Default,0,0.3933720815857449
17,189,7Networks_LH_SomMot_4,7Networks_RH_Default_PFCv_1,SomMot,Default,0,0.484460506492072
17,190,7Networks_LH_SomMot_4,7Networks_RH_Default_PFCdPFCm_1,SomMot,Default,0,0.013346804529413708
17,191,7Networks_LH_SomMot_4,7Networks_RH_Default_PFCdPFCm_2,SomMot,Default,0,0.1591331748565994
17,192,7Networks_LH_SomMot_4,7Networks_RH_Default_PFCdPFCm_3,SomMot,Default,0,0.2019324319658656
17,193,7Networks_LH_SomMot_4,7Networks_RH_Default_PFCdPFCm_4,SomMot,Default,0,0.14963501686533465
17,194,7Networks_LH_SomMot_4,7Networks_RH_Default_PFCdPFCm_5,SomMot,Default,0,0.06609307189855311
17,195,7Networks_LH_SomMot_4,7Networks_RH_Default_PFCdPFCm_6,SomMot,Default,0,0.2873932943220616
17,196,7Networks_LH_SomMot_4,7Networks_RH_Default_PFCdPFCm_7,SomMot,Default,0,0.16101543673602106
17,197,7Networks_LH_SomMot_4,7Networks_RH_Default_pCunPCC_1,SomMot,Default,0,0.41490202390548736
17,198,7Networks_LH_SomMot_4,7Networks_RH_Default_pCunPCC_2,SomMot,Default,0,0.188681219580971
17,199,7Networks_LH_SomMot_4,7Networks_RH_Default_pCunPCC_3,SomMot,Default,0,0.22010822240853586
18,19,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,SomMot,SomMot,1,0.4130140151092386
18,20,7Networks_LH_SomMot_5,7Networks_LH_SomMot_7,SomMot,SomMot,1,0.19200430247838865
18,21,7Networks_LH_SomMot_5,7Networks_LH_SomMot_8,SomMot,SomMot,1,0.6784775083510397
18,22,7Networks_LH_SomMot_5,7Networks_LH_SomMot_9,SomMot,SomMot,1,0.4731235937874324
18,23,7Networks_LH_SomMot_5,7Networks_LH_SomMot_10,SomMot,SomMot,1,0.5535408795597215
18,24,7Networks_LH_SomMot_5,7Networks_LH_SomMot_11,SomMot,SomMot,1,0.6663973917996306
18,25,7Networks_LH_SomMot_5,7Networks_LH_SomMot_12,SomMot,SomMot,1,0.511153199269159
18,26,7Networks_LH_SomMot_5,7Networks_LH_SomMot_13,SomMot,SomMot,1,0.5745454428781407
18,27,7Networks_LH_SomMot_5,7Networks_LH_SomMot_14,SomMot,SomMot,1,0.523557446363214
18,28,7Networks_LH_SomMot_5,7Networks_LH_SomMot_15,SomMot,SomMot,1,0.5870740113573123
18,29,7Networks_LH_SomMot_5,7Networks_LH_SomMot_16,SomMot,SomMot,1,0.46911136152406413
18,30,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_1,SomMot,DorsAttn,0,0.18336729611181446
18,31,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_2,SomMot,DorsAttn,0,0.26791649803826223
18,32,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_3,SomMot,DorsAttn,0,-0.08997173066367582
18,33,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_4,SomMot,DorsAttn,0,0.5239188524026346
18,34,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_5,SomMot,DorsAttn,0,0.5941448564162419
18,35,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_6,SomMot,DorsAttn,0,0.23931638340558675
18,36,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_7,SomMot,DorsAttn,0,-0.04140020951052167
18,37,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_8,SomMot,DorsAttn,0,0.014686668812485575
18,38,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_9,SomMot,DorsAttn,0,0.46838988840063395
18,39,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_Post_10,SomMot,DorsAttn,0,0.6023616777091181
18,40,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_FEF_1,SomMot,DorsAttn,0,0.1317764908080498
18,41,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_FEF_2,SomMot,DorsAttn,0,0.17837990617961075
18,42,7Networks_LH_SomMot_5,7Networks_LH_DorsAttn_PrCv_1,SomMot,DorsAttn,0,0.1998127447522473
18,43,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_ParOper_1,SomMot,SalVentAttn,0,0.38922349385029076
18,44,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_ParOper_2,SomMot,SalVentAttn,0,0.7425025686079892
18,45,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_ParOper_3,SomMot,SalVentAttn,0,0.22107015461458962
18,46,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_FrOperIns_1,SomMot,SalVentAttn,0,0.46968906354435846
18,47,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_FrOperIns_2,SomMot,SalVentAttn,0,0.24888831362945937
18,48,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_FrOperIns_3,SomMot,SalVentAttn,0,0.6914536577203836
18,49,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_FrOperIns_4,SomMot,SalVentAttn,0,0.5054373736239859
18,50,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_PFCl_1,SomMot,SalVentAttn,0,0.24471944496795156
18,51,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_Med_1,SomMot,SalVentAttn,0,0.32387136037301445
18,52,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_Med_2,SomMot,SalVentAttn,0,0.5246195773124761
18,53,7Networks_LH_SomMot_5,7Networks_LH_SalVentAttn_Med_3,SomMot,SalVentAttn,0,0.22867982564848766
18,54,7Networks_LH_SomMot_5,7Networks_LH_Limbic_OFC_1,SomMot,Limbic,0,0.181480794587562
18,55,7Networks_LH_SomMot_5,7Networks_LH_Limbic_OFC_2,SomMot,Limbic,0,0.02206630037896034
18,56,7Networks_LH_SomMot_5,7Networks_LH_Limbic_TempPole_1,SomMot,Limbic,0,0.224883905595549
18,57,7Networks_LH_SomMot_5,7Networks_LH_Limbic_TempPole_2,SomMot,Limbic,0,0.2052502657591239
18,58,7Networks_LH_SomMot_5,7Networks_LH_Limbic_TempPole_3,SomMot,Limbic,0,0.17029151869957965
18,59,7Networks_LH_SomMot_5,7Networks_LH_Limbic_TempPole_4,SomMot,Limbic,0,-0.05711267822613083
18,60,7Networks_LH_SomMot_5,7Networks_LH_Cont_Par_1,SomMot,Cont,0,0.11376914032926762
18,61,7Networks_LH_SomMot_5,7Networks_LH_Cont_Par_2,SomMot,Cont,0,0.11931194927665774
18,62,7Networks_LH_SomMot_5,7Networks_LH_Cont_Par_3,SomMot,Cont,0,0.20782303806698846
18,63,7Networks_LH_SomMot_5,7Networks_LH_Cont_Temp_1,SomMot,Cont,0,0.21090042519168178
18,64,7Networks_LH_SomMot_5,7Networks_LH_Cont_OFC_1,SomMot,Cont,0,0.16979276133590177
18,65,7Networks_LH_SomMot_5,7Networks_LH_Cont_PFCl_1,SomMot,Cont,0,0.2599087651289467
18,66,7Networks_LH_SomMot_5,7Networks_LH_Cont_PFCl_2,SomMot,Cont,0,0.0986100652070776
18,67,7Networks_LH_SomMot_5,7Networks_LH_Cont_PFCl_3,SomMot,Cont,0,0.24417758854845753
18,68,7Networks_LH_SomMot_5,7Networks_LH_Cont_PFCl_4,SomMot,Cont,0,0.17557601776796822
18,69,7Networks_LH_SomMot_5,7Networks_LH_Cont_PFCl_5,SomMot,Cont,0,0.20354904496977003
18,70,7Networks_LH_SomMot_5,7Networks_LH_Cont_pCun_1,SomMot,Cont,0,0.2735705666797253
18,71,7Networks_LH_SomMot_5,7Networks_LH_Cont_Cing_1,SomMot,Cont,0,0.18422562845999152
18,72,7Networks_LH_SomMot_5,7Networks_LH_Cont_Cing_2,SomMot,Cont,0,0.19179031254681284
18,73,7Networks_LH_SomMot_5,7Networks_LH_Default_Temp_1,SomMot,Default,0,0.15084142267494485
18,74,7Networks_LH_SomMot_5,7Networks_LH_Default_Temp_2,SomMot,Default,0,0.11680373181029413
18,75,7Networks_LH_SomMot_5,7Networks_LH_Default_Temp_3,SomMot,Default,0,0.25094558579303916
18,76,7Networks_LH_SomMot_5,7Networks_LH_Default_Temp_4,SomMot,Default,0,0.2213325489663716
18,77,7Networks_LH_SomMot_5,7Networks_LH_Default_Temp_5,SomMot,Default,0,0.3960744478679386
18,78,7Networks_LH_SomMot_5,7Networks_LH_Default_Par_1,SomMot,Default,0,0.47220724629861194
18,79,7Networks_LH_SomMot_5,7Networks_LH_Default_Par_2,SomMot,Default,0,0.30171390137168375
18,80,7Networks_LH_SomMot_5,7Networks_LH_Default_Par_3,SomMot,Default,0,0.22961758326071152
18,81,7Networks_LH_SomMot_5,7Networks_LH_Default_Par_4,SomMot,Default,0,0.15781096539177292
18,82,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_1,SomMot,Default,0,0.1126487949870617
18,83,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_2,SomMot,Default,0,0.022370974529773834
18,84,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_3,SomMot,Default,0,0.2568149909443211
18,85,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_4,SomMot,Default,0,0.06270790085965428
18,86,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_5,SomMot,Default,0,0.5064831811140201
18,87,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_6,SomMot,Default,0,0.13510698420484307
18,88,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_7,SomMot,Default,0,0.1123358834241646
18,89,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_8,SomMot,Default,0,0.21013632706431667
18,90,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_9,SomMot,Default,0,0.09398623147528075
18,91,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_10,SomMot,Default,0,0.059864788219458176
18,92,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_11,SomMot,Default,0,0.08510101154169568
18,93,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_12,SomMot,Default,0,0.08719157156545276
18,94,7Networks_LH_SomMot_5,7Networks_LH_Default_PFC_13,SomMot,Default,0,0.09042346795731418
18,95,7Networks_LH_SomMot_5,7Networks_LH_Default_pCunPCC_1,SomMot,Default,0,0.2813293628654744
18,96,7Networks_LH_SomMot_5,7Networks_LH_Default_pCunPCC_2,SomMot,Default,0,0.12843134267290723
18,97,7Networks_LH_SomMot_5,7Networks_LH_Default_pCunPCC_3,SomMot,Default,0,0.1880202916236279
18,98,7Networks_LH_SomMot_5,7Networks_LH_Default_pCunPCC_4,SomMot,Default,0,0.2393527745850109
18,99,7Networks_LH_SomMot_5,7Networks_LH_Default_PHC_1,SomMot,Default,0,0.14089671610699986
18,100,7Networks_LH_SomMot_5,7Networks_RH_Vis_1,SomMot,Vis,0,0.2565612111696677
18,101,7Networks_LH_SomMot_5,7Networks_RH_Vis_2,SomMot,Vis,0,0.2282129025957757
18,102,7Networks_LH_SomMot_5,7Networks_RH_Vis_3,SomMot,Vis,0,0.03444535185111576
18,103,7Networks_LH_SomMot_5,7Networks_RH_Vis_4,SomMot,Vis,0,0.2643359788462356
18,104,7Networks_LH_SomMot_5,7Networks_RH_Vis_5,SomMot,Vis,0,0.10592446032473504
18,105,7Networks_LH_SomMot_5,7Networks_RH_Vis_6,SomMot,Vis,0,0.08370310224481671
18,106,7Networks_LH_SomMot_5,7Networks_RH_Vis_7,SomMot,Vis,0,0.2820127615463849
18,107,7Networks_LH_SomMot_5,7Networks_RH_Vis_8,SomMot,Vis,0,-0.08108307441579152
18,108,7Networks_LH_SomMot_5,7Networks_RH_Vis_9,SomMot,Vis,0,0.13337256195749841
18,109,7Networks_LH_SomMot_5,7Networks_RH_Vis_10,SomMot,Vis,0,0.17112876782895511
18,110,7Networks_LH_SomMot_5,7Networks_RH_Vis_11,SomMot,Vis,0,-0.09551454613189628
18,111,7Networks_LH_SomMot_5,7Networks_RH_Vis_12,SomMot,Vis,0,0.051502446996833526
18,112,7Networks_LH_SomMot_5,7Networks_RH_Vis_13,SomMot,Vis,0,0.3528365169239206
18,113,7Networks_LH_SomMot_5,7Networks_RH_Vis_14,SomMot,Vis,0,0.23725966427985176
18,114,7Networks_LH_SomMot_5,7Networks_RH_Vis_15,SomMot,Vis,0,-0.051300816814011205
18,115,7Networks_LH_SomMot_5,7Networks_RH_SomMot_1,SomMot,SomMot,1,0.46888257145205436
18,116,7Networks_LH_SomMot_5,7Networks_RH_SomMot_2,SomMot,SomMot,1,0.49395364014865023
18,117,7Networks_LH_SomMot_5,7Networks_RH_SomMot_3,SomMot,SomMot,1,0.5707836943222293
18,118,7Networks_LH_SomMot_5,7Networks_RH_SomMot_4,SomMot,SomMot,1,0.6140442721828647
18,119,7Networks_LH_SomMot_5,7Networks_RH_SomMot_5,SomMot,SomMot,1,0.5280849598613885
18,120,7Networks_LH_SomMot_5,7Networks_RH_SomMot_6,SomMot,SomMot,1,0.6082974766353553
18,121,7Networks_LH_SomMot_5,7Networks_RH_SomMot_7,SomMot,SomMot,1,0.6066147863432547
18,122,7Networks_LH_SomMot_5,7Networks_RH_SomMot_8,SomMot,SomMot,1,0.4969351949017586
18,123,7Networks_LH_SomMot_5,7Networks_RH_SomMot_9,SomMot,SomMot,1,0.6230376921753347
18,124,7Networks_LH_SomMot_5,7Networks_RH_SomMot_10,SomMot,SomMot,1,0.3034243905811295
18,125,7Networks_LH_SomMot_5,7Networks_RH_SomMot_11,SomMot,SomMot,1,0.43217013790464176
18,126,7Networks_LH_SomMot_5,7Networks_RH_SomMot_12,SomMot,SomMot,1,0.36488650848476967
18,127,7Networks_LH_SomMot_5,7Networks_RH_SomMot_13,SomMot,SomMot,1,0.4677333581608278
18,128,7Networks_LH_SomMot_5,7Networks_RH_SomMot_14,SomMot,SomMot,1,0.3292108479863674
18,129,7Networks_LH_SomMot_5,7Networks_RH_SomMot_15,SomMot,SomMot,1,0.523517546210179
18,130,7Networks_LH_SomMot_5,7Networks_RH_SomMot_16,SomMot,SomMot,1,0.41965227661550053
18,131,7Networks_LH_SomMot_5,7Networks_RH_SomMot_17,SomMot,SomMot,1,0.546227705597007
18,132,7Networks_LH_SomMot_5,7Networks_RH_SomMot_18,SomMot,SomMot,1,0.5083608117986113
18,133,7Networks_LH_SomMot_5,7Networks_RH_SomMot_19,SomMot,SomMot,1,0.5353535423893906
18,134,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_1,SomMot,DorsAttn,0,0.1278548154575986
18,135,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_2,SomMot,DorsAttn,0,0.4801273095351573
18,136,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_3,SomMot,DorsAttn,0,0.6294804808207648
18,137,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_4,SomMot,DorsAttn,0,0.23316568001173738
18,138,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_5,SomMot,DorsAttn,0,0.32316087137345734
18,139,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_6,SomMot,DorsAttn,0,-0.09711519228970959
18,140,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_7,SomMot,DorsAttn,0,0.12067875692109095
18,141,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_8,SomMot,DorsAttn,0,-0.0035123535946122277
18,142,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_9,SomMot,DorsAttn,0,0.4153247639598517
18,143,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_Post_10,SomMot,DorsAttn,0,0.6302397658393935
18,144,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_FEF_1,SomMot,DorsAttn,0,0.16024678871605022
18,145,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_FEF_2,SomMot,DorsAttn,0,0.2374338102741363
18,146,7Networks_LH_SomMot_5,7Networks_RH_DorsAttn_PrCv_1,SomMot,DorsAttn,0,0.4271781501705275
18,147,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_TempOccPar_1,SomMot,SalVentAttn,0,0.5625580913276373
18,148,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_TempOccPar_2,SomMot,SalVentAttn,0,0.4131898545197915
18,149,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_TempOccPar_3,SomMot,SalVentAttn,0,0.621851405420089
18,150,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_PrC_1,SomMot,SalVentAttn,0,0.3896282836095314
18,151,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_FrOperIns_1,SomMot,SalVentAttn,0,0.3876184997798639
18,152,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_FrOperIns_2,SomMot,SalVentAttn,0,0.3087807754832921
18,153,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_FrOperIns_3,SomMot,SalVentAttn,0,0.3046133592974025
18,154,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_FrOperIns_4,SomMot,SalVentAttn,0,0.6200646715105286
18,155,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_Med_1,SomMot,SalVentAttn,0,0.394825525863225
18,156,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_Med_2,SomMot,SalVentAttn,0,0.4758264579015085
18,157,7Networks_LH_SomMot_5,7Networks_RH_SalVentAttn_Med_3,SomMot,SalVentAttn,0,0.25699432891546703
18,158,7Networks_LH_SomMot_5,7Networks_RH_Limbic_OFC_1,SomMot,Limbic,0,0.011796484599686685
18,159,7Networks_LH_SomMot_5,7Networks_RH_Limbic_OFC_2,SomMot,Limbic,0,0.11699928738177039
18,160,7Networks_LH_SomMot_5,7Networks_RH_Limbic_OFC_3,SomMot,Limbic,0,0.0733305943649603
18,161,7Networks_LH_SomMot_5,7Networks_RH_Limbic_TempPole_1,SomMot,Limbic,0,0.1438987520931047
18,162,7Networks_LH_SomMot_5,7Networks_RH_Limbic_TempPole_2,SomMot,Limbic,0,0.2693651025722714
18,163,7Networks_LH_SomMot_5,7Networks_RH_Limbic_TempPole_3,SomMot,Limbic,0,0.1999842525570722
18,164,7Networks_LH_SomMot_5,7Networks_RH_Cont_Par_1,SomMot,Cont,0,0.2683190534641533
18,165,7Networks_LH_SomMot_5,7Networks_RH_Cont_Par_2,SomMot,Cont,0,0.1505544064475922
18,166,7Networks_LH_SomMot_5,7Networks_RH_Cont_Par_3,SomMot,Cont,0,0.16010327709214386
18,167,7Networks_LH_SomMot_5,7Networks_RH_Cont_Temp_1,SomMot,Cont,0,0.37990958231234695
18,168,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCv_1,SomMot,Cont,0,0.1402331605680201
18,169,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCl_1,SomMot,Cont,0,0.2959904679780368
18,170,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCl_2,SomMot,Cont,0,0.28712803823696176
18,171,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCl_3,SomMot,Cont,0,0.31256451655806605
18,172,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCl_4,SomMot,Cont,0,0.23359204965385777
18,173,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCl_5,SomMot,Cont,0,0.267846388259145
18,174,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCl_6,SomMot,Cont,0,0.10422576617200492
18,175,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCl_7,SomMot,Cont,0,0.13255534385943246
18,176,7Networks_LH_SomMot_5,7Networks_RH_Cont_pCun_1,SomMot,Cont,0,0.359963748630528
18,177,7Networks_LH_SomMot_5,7Networks_RH_Cont_Cing_1,SomMot,Cont,0,0.3519913374867483
18,178,7Networks_LH_SomMot_5,7Networks_RH_Cont_Cing_2,SomMot,Cont,0,0.2016302384812704
18,179,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCmp_1,SomMot,Cont,0,0.2838802230517905
18,180,7Networks_LH_SomMot_5,7Networks_RH_Cont_PFCmp_2,SomMot,Cont,0,0.12190711595781471
18,181,7Networks_LH_SomMot_5,7Networks_RH_Default_Par_1,SomMot,Default,0,0.278157251275579
18,182,7Networks_LH_SomMot_5,7Networks_RH_Default_Par_2,SomMot,Default,0,0.29544588490449797
18,183,7Networks_LH_SomMot_5,7Networks_RH_Default_Par_3,SomMot,Default,0,0.1456034593919035
18,184,7Networks_LH_SomMot_5,7Networks_RH_Default_Temp_1,SomMot,Default,0,0.28801729550568667
18,185,7Networks_LH_SomMot_5,7Networks_RH_Default_Temp_2,SomMot,Default,0,0.21077857543063047
18,186,7Networks_LH_SomMot_5,7Networks_RH_Default_Temp_3,SomMot,Default,0,0.33725152499172817
18,187,7Networks_LH_SomMot_5,7Networks_RH_Default_Temp_4,SomMot,Default,0,0.33797610508890835
18,188,7Networks_LH_SomMot_5,7Networks_RH_Default_Temp_5,SomMot,Default,0,0.3798228610358335
18,189,7Networks_LH_SomMot_5,7Networks_RH_Default_PFCv_1,SomMot,Default,0,0.5253942636300304
18,190,7Networks_LH_SomMot_5,7Networks_RH_Default_PFCdPFCm_1,SomMot,Default,0,-0.0053814806252435125
18,191,7Networks_LH_SomMot_5,7Networks_RH_Default_PFCdPFCm_2,SomMot,Default,0,0.14840661364246197
18,192,7Networks_LH_SomMot_5,7Networks_RH_Default_PFCdPFCm_3,SomMot,Default,0,0.2143425726356487
18,193,7Networks_LH_SomMot_5,7Networks_RH_Default_PFCdPFCm_4,SomMot,Default,0,0.13806712315219527
18,194,7Networks_LH_SomMot_5,7Networks_RH_Default_PFCdPFCm_5,SomMot,Default,0,0.047696212448355944
18,195,7Networks_LH_SomMot_5,7Networks_RH_Default_PFCdPFCm_6,SomMot,Default,0,0.21805258349103465
18,196,7Networks_LH_SomMot_5,7Networks_RH_Default_PFCdPFCm_7,SomMot,Default,0,0.05294014513340316
18,197,7Networks_LH_SomMot_5,7Networks_RH_Default_pCunPCC_1,SomMot,Default,0,0.31796336223160254
18,198,7Networks_LH_SomMot_5,7Networks_RH_Default_pCunPCC_2,SomMot,Default,0,0.25696479710430453
18,199,7Networks_LH_SomMot_5,7Networks_RH_Default_pCunPCC_3,SomMot,Default,0,0.24859646201980215
